"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:358",213790,"occ",21890,"Bos taurus",3,104264,"Bos taurus",3,104264,"Pleistocene",2.588,0.0117,"5209;5209","1995-06-21 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:359",213791,"occ",21890,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0.0117,"5209;5209","1995-06-21 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:360",213792,"occ",21890,"Gazella dorcas",3,149567,"Gazella dorcas",3,149567,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:361",213793,"occ",21890,"Nesokia indica",3,41913,"Nesokia",5,41913,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:362",213796,"occ",21891,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Pleistocene",2.588,0.0117,"5209;5209","1995-06-21 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:363",213797,"occ",21891,"Bos taurus",3,104264,"Bos taurus",3,104264,"Pleistocene",2.588,0.0117,"5209;5209","1995-06-21 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:364",213798,"occ",21891,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0.0117,"5209;5209","1995-06-21 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:365",213799,"occ",21891,"Equus asinus",3,104269,"Equus asinus",3,104269,"Pleistocene",2.588,0.0117,"5209;5209","1995-06-23 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:366",213800,"occ",21891,"Gazella dorcas",3,149567,"Gazella dorcas",3,149567,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:367",213801,"occ",21891,"Homo sapiens",3,83088,"Homo sapiens",3,83088,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:368",213806,"occ",21892,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Pleistocene",2.588,0.0117,"5224;5224","1995-06-22 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:369",213807,"occ",21892,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Pleistocene",2.588,0.0117,"5224;5224","1995-06-22 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:370",213808,"occ",21892,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Pleistocene",2.588,0.0117,"5224;5224","1995-06-22 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:371",213809,"occ",21892,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Pleistocene",2.588,0.0117,"5224;5224","1995-06-21 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:372",213810,"occ",21892,"Bos taurus",3,104264,"Bos taurus",3,104264,"Pleistocene",2.588,0.0117,"5224;5224","1995-06-21 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:373",213811,"occ",21892,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0.0117,"5224;5224","1995-06-21 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:374",213812,"occ",21892,"Equus asinus",3,104269,"Equus asinus",3,104269,"Pleistocene",2.588,0.0117,"5224;5224","1995-06-23 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:375",213813,"occ",21892,"Gazella dorcas",3,149567,"Gazella dorcas",3,149567,"Pleistocene",2.588,0.0117,"5224;5224","1995-10-04 00:00:00","2002-07-10 22:49:32",32.950001,24.766701,NA
"1:376",213819,"occ",21893,"Gazella granti",3,149573,"Gazella granti",3,149573,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-21 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:377",213820,"occ",21893,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-21 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:378",213822,"occ",21893,"Hippotragus equinus",3,149602,"Hippotragus equinus",3,149602,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-21 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:379",213823,"occ",21893,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-21 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:380",213824,"occ",21893,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-21 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:381",213825,"occ",21893,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-23 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:382",213826,"occ",21893,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-22 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:383",213827,"occ",21893,"Panthera pardus",3,72185,"Panthera pardus",3,72185,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-22 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:384",213830,"occ",21893,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-21 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:385",213834,"occ",21893,"Redunca redunca",3,149684,"Redunca redunca",3,149684,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-21 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:386",213835,"occ",21893,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-21 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:387",213836,"occ",21893,"Herpestes sanguineus",3,232253,"Herpestes sanguineus",3,232253,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-22 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:388",213837,"occ",21893,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-21 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:389",213839,"occ",21893,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-06-23 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:390",213845,"occ",21893,"Oryx gazella",3,149593,"Oryx gazella",3,149593,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-10-04 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:391",213846,"occ",21893,"Equus quagga",3,90653,"Equus quagga",3,90653,"Middle Pleistocene",0.781,0.0117,"5226;5226","1995-10-04 00:00:00","2009-12-24 11:59:06",35,-3.6667,"Late Pleistocene"
"1:392",213857,"occ",21894,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5210;5210","1995-06-21 00:00:00","2002-07-10 22:49:32",31.9333,-14.4022,NA
"1:393",213858,"occ",21894,"Elephantulus brachyrhynchus",3,40299,"Elephantulus",5,40299,"Holocene",0.0117,0,"5210;5210","1995-10-04 00:00:00","2002-07-10 22:49:32",31.9333,-14.4022,NA
"1:394",213859,"occ",21894,"Homo sapiens",3,83088,"Homo sapiens",3,83088,"Holocene",0.0117,0,"5210;5210","1995-10-04 00:00:00","2002-07-10 22:49:32",31.9333,-14.4022,NA
"1:395",213868,"occ",21896,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5227;5227","1995-06-23 00:00:00","2002-07-10 22:49:32",23.0333,-28.205601,NA
"1:396",213869,"occ",21896,"Panthera leo",3,49734,"Panthera leo",3,49734,"Holocene",0.0117,0,"5227;5227","1995-06-22 00:00:00","2002-07-10 22:49:32",23.0333,-28.205601,NA
"1:397",213873,"occ",21898,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Pleistocene",2.588,0.0117,"5209;5209","1995-06-22 00:00:00","2002-07-10 22:49:32",32.5,25.3333,NA
"1:398",213875,"occ",21898,"Gazella dorcas",3,149567,"Gazella dorcas",3,149567,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.5,25.3333,NA
"1:399",213876,"occ",21898,"Gazella rufifrons",3,149579,"Gazella rufifrons",3,149579,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.5,25.3333,NA
"1:400",213883,"occ",21899,"Gazella dorcas",3,149567,"Gazella dorcas",3,149567,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.5,25.25,NA
"1:401",213884,"occ",21899,"Gazella rufifrons",3,149579,"Gazella rufifrons",3,149579,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.5,25.25,NA
"1:402",213888,"occ",21900,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Pleistocene",2.588,0,"5209;5209","1995-06-22 00:00:00","2002-07-10 22:49:32",30.516701,25.4167,"Holocene"
"1:403",213889,"occ",21900,"Bos taurus",3,104264,"Bos taurus",3,104264,"Pleistocene",2.588,0,"5209;5209","1995-06-21 00:00:00","2002-07-10 22:49:32",30.516701,25.4167,"Holocene"
"1:404",213890,"occ",21900,"Equus asinus",3,104269,"Equus asinus",3,104269,"Pleistocene",2.588,0,"5209;5209","1995-06-23 00:00:00","2002-07-10 22:49:32",30.516701,25.4167,"Holocene"
"1:405",213891,"occ",21900,"Capra aegagrus",3,149651,"Capra aegagrus",3,149651,"Pleistocene",2.588,0,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",30.516701,25.4167,"Holocene"
"1:406",213893,"occ",21900,"Gazella dorcas",3,149567,"Gazella dorcas",3,149567,"Pleistocene",2.588,0,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",30.516701,25.4167,"Holocene"
"1:407",213912,"occ",21901,"Nesokia indica",3,41913,"Nesokia",5,41913,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.5,25.3333,NA
"1:408",213916,"occ",21903,"Damaliscus lunatus",3,42764,"Damaliscus",5,42764,"Holocene",0.0117,0,"5230;5230","1995-06-21 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:409",213917,"occ",21903,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5230;5230","1995-06-21 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:410",213919,"occ",21904,"Damaliscus lunatus",3,42764,"Damaliscus",5,42764,"Holocene",0.0117,0,"5230;5230","1995-06-21 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:411",213920,"occ",21904,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5230;5230","1995-06-21 00:00:00","2002-07-10 22:49:32",33.75,16.25,NA
"1:412",213923,"occ",21905,"Gazella dorcas",3,149567,"Gazella dorcas",3,149567,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.5,25.25,NA
"1:413",213924,"occ",21905,"Gazella rufifrons",3,149579,"Gazella rufifrons",3,149579,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.5,25.25,NA
"1:414",213932,"occ",21906,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Pleistocene",2.588,0.0117,"5209;5209","1995-06-22 00:00:00","2002-07-10 22:49:32",32.5,25.25,NA
"1:415",213933,"occ",21906,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Pleistocene",2.588,0.0117,"5209;5209","1995-06-22 00:00:00","2002-07-10 22:49:32",32.5,25.25,NA
"1:416",213937,"occ",21906,"Gazella dorcas",3,149567,"Gazella dorcas",3,149567,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.5,25.25,NA
"1:417",213938,"occ",21906,"Gazella rufifrons",3,149579,"Gazella rufifrons",3,149579,"Pleistocene",2.588,0.0117,"5209;5209","1995-10-04 00:00:00","2002-07-10 22:49:32",32.5,25.25,NA
"1:418",213944,"occ",21907,"Equus asinus",3,104269,"Equus asinus",3,104269,"Holocene",0.0117,0,"5221;5221","1995-06-23 00:00:00","2002-07-10 22:49:32",25.5,23,NA
"1:419",213946,"occ",21907,"Capra aegagrus",3,149651,"Capra aegagrus",3,149651,"Holocene",0.0117,0,"5221;5221","1995-10-04 00:00:00","2002-07-10 22:49:32",25.5,23,NA
"1:420",213948,"occ",21907,"Canis aureus",3,104156,"Canis aureus",3,104156,"Holocene",0.0117,0,"5221;5221","1995-10-04 00:00:00","2002-07-10 22:49:32",25.5,23,NA
"1:421",213949,"occ",21907,"Addax nasomaculatus",3,0,NA,NA,NA,"Holocene",0.0117,0,"5221;5221","1995-10-04 00:00:00","2002-07-10 22:49:32",25.5,23,NA
"1:422",213950,"occ",21907,"Gazella soemmerringi",3,231765,"Gazella (Nanger) soemmerringi",3,231765,"Holocene",0.0117,0,"5221;5221","1995-10-04 00:00:00","2002-07-10 22:49:32",25.5,23,NA
"1:423",213951,"occ",21907,"Oryx dammah",3,149595,"Oryx dammah",3,149595,"Holocene",0.0117,0,"5221;5221","1995-10-04 00:00:00","2002-07-10 22:49:32",25.5,23,NA
"1:424",213953,"occ",21908,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5214;5214","1995-06-23 00:00:00","2002-07-10 22:49:32",24.3333,-27.6667,NA
"1:425",213954,"occ",21908,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",24.3333,-27.6667,NA
"1:426",213955,"occ",21908,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",24.3333,-27.6667,NA
"1:427",213956,"occ",21908,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Holocene",0.0117,0,"5214;5214","1995-10-04 00:00:00","2002-07-10 22:49:32",24.3333,-27.6667,NA
"1:428",213957,"occ",21908,"Equus quagga",3,90653,"Equus quagga",3,90653,"Holocene",0.0117,0,"5214;5214","1995-10-04 00:00:00","2002-07-10 22:49:32",24.3333,-27.6667,NA
"1:429",213958,"occ",21909,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5214;5214","1995-06-23 00:00:00","2002-07-10 22:49:32",24.3333,-27.6667,NA
"1:430",213960,"occ",21909,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",24.3333,-27.6667,NA
"1:431",213961,"occ",21909,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",24.3333,-27.6667,NA
"1:432",213962,"occ",21909,"Equus quagga",3,90653,"Equus quagga",3,90653,"Holocene",0.0117,0,"5214;5214","1995-10-04 00:00:00","2002-07-10 22:49:32",24.3333,-27.6667,NA
"1:433",213963,"occ",21910,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5213;5213","1995-06-23 00:00:00","2002-07-10 22:49:32",24.866699,-26.616699,NA
"1:434",213964,"occ",21910,"Equus quagga",3,90653,"Equus quagga",3,90653,"Holocene",0.0117,0,"5213;5213","1995-10-04 00:00:00","2002-07-10 22:49:32",24.866699,-26.616699,NA
"1:435",213965,"occ",21911,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5213;5213","1995-06-23 00:00:00","2002-07-10 22:49:32",24.633301,-27.616699,NA
"1:436",213966,"occ",21911,"Mellivora capensis",3,232916,"Mellivora capensis",3,232916,"Holocene",0.0117,0,"5213;5213","1995-06-22 00:00:00","2002-07-10 22:49:32",24.633301,-27.616699,NA
"1:437",213968,"occ",21911,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5213;5213","1995-06-21 00:00:00","2002-07-10 22:49:32",24.633301,-27.616699,NA
"1:438",213969,"occ",21911,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Holocene",0.0117,0,"5213;5213","1995-06-21 00:00:00","2002-07-10 22:49:32",24.633301,-27.616699,NA
"1:439",213971,"occ",21912,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5214;5214","1995-06-23 00:00:00","2002-07-10 22:49:32",25.866699,-30.233299,NA
"1:440",213972,"occ",21912,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.866699,-30.233299,NA
"1:441",213973,"occ",21912,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.866699,-30.233299,NA
"1:442",213988,"occ",21914,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Holocene",0.0117,0,"5213;5213","1995-10-04 00:00:00","2002-07-10 22:49:32",24.633301,-27.616699,NA
"1:443",213989,"occ",21914,"Papio ursinus",3,40871,"Papio",5,40871,"Holocene",0.0117,0,"5213;5213","1995-10-04 00:00:00","2002-07-10 22:49:32",24.633301,-27.616699,NA
"1:444",213994,"occ",21915,"Dasymys incomtus",3,41900,"Dasymys",5,41900,"Pleistocene",2.588,0.0117,"5214;5214","1995-06-22 00:00:00","2002-07-10 22:49:32",23.5553,-27.8458,NA
"1:445",214000,"occ",21915,"Eptesicus capensis",3,40671,"Eptesicus",5,40671,"Pleistocene",2.588,0.0117,"5214;5214","1995-10-04 00:00:00","2002-07-10 22:49:32",23.5553,-27.8458,NA
"1:446",214001,"occ",21915,"Elephantulus myurus",3,40299,"Elephantulus",5,40299,"Pleistocene",2.588,0.0117,"5214;5214","1995-10-04 00:00:00","2002-07-10 22:49:32",23.5553,-27.8458,NA
"1:447",214002,"occ",21915,"Suncus varilla",3,40490,"Suncus",5,40490,"Pleistocene",2.588,0.0117,"5214;5214","1995-10-04 00:00:00","2002-07-10 22:49:32",23.5553,-27.8458,NA
"1:448",214003,"occ",21915,"Crocidura fuscomurina",3,40463,"Crocidura",5,40463,"Pleistocene",2.588,0.0117,"5214;5214","1995-10-04 00:00:00","2002-07-10 22:49:32",23.5553,-27.8458,NA
"1:449",214004,"occ",21915,"Malacothrix typica",3,41908,"Malacothrix",5,41908,"Pleistocene",2.588,0.0117,"5214;5214","1995-10-04 00:00:00","2002-07-10 22:49:32",23.5553,-27.8458,NA
"1:450",214020,"occ",21917,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Holocene",0.0117,0,"5234;5234","1995-06-21 00:00:00","2002-07-10 22:49:32",24.4,-34.099998,NA
"1:451",214033,"occ",21920,"Homo sapiens",3,83088,"Homo sapiens",3,83088,"Pleistocene",2.588,0.0117,"5213;5213","1995-10-04 00:00:00","2002-07-10 22:49:32",24.633301,-27.616699,NA
"1:452",214049,"occ",21923,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:453",214050,"occ",21923,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:454",214051,"occ",21923,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Calabrian",1.806,0.781,"5214;5214","1995-06-23 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:455",214052,"occ",21923,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Calabrian",1.806,0.781,"5214;5214","1995-06-22 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:456",214054,"occ",21923,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:457",214057,"occ",21923,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:458",214060,"occ",21923,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:459",214061,"occ",21923,"Pedetes capensis",3,234844,"Yerbua capensis",3,234843,"Calabrian",1.806,0.781,"5214;5214","1995-06-22 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:460",214062,"occ",21923,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Calabrian",1.806,0.781,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:461",214063,"occ",21923,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Calabrian",1.806,0.781,"5214;5214","1995-06-23 00:00:00","2002-07-10 22:49:32",23.008301,-27.6639,NA
"1:462",214069,"occ",21924,"Damaliscus lunatus",3,42764,"Damaliscus",5,42764,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",28.75,-15.4167,"Holocene"
"1:463",214070,"occ",21924,"Felis caracal",3,224076,"Caracal caracal",3,224078,"Pleistocene",2.588,0,"5237;5237","1995-06-22 00:00:00","2002-07-10 22:49:32",28.75,-15.4167,"Holocene"
"1:464",214071,"occ",21924,"Felis serval",3,224081,"Caracal serval",3,224082,"Pleistocene",2.588,0,"5237;5237","1995-06-22 00:00:00","2002-07-10 22:49:32",28.75,-15.4167,"Holocene"
"1:465",214073,"occ",21925,"Damaliscus lunatus",3,42764,"Damaliscus",5,42764,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:466",214074,"occ",21925,"Hippotragus equinus",3,149602,"Hippotragus equinus",3,149602,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:467",214075,"occ",21925,"Felis caracal",3,224076,"Caracal caracal",3,224078,"Pleistocene",2.588,0,"5237;5237","1995-06-22 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:468",214076,"occ",21925,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:469",214077,"occ",21925,"Felis serval",3,224081,"Caracal serval",3,224082,"Pleistocene",2.588,0,"5237;5237","1995-06-22 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:470",214078,"occ",21925,"Redunca fulvorufula",3,149687,"Redunca fulvorufula",3,149687,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.4167,-26.4167,"Holocene"
"1:471",214082,"occ",21927,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:472",214084,"occ",21927,"Damaliscus lunatus",3,42764,"Damaliscus",5,42764,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:473",214085,"occ",21927,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:474",214086,"occ",21927,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:475",214087,"occ",21927,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:476",214092,"occ",21929,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-21 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:477",214093,"occ",21929,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Pleistocene",2.588,0.0117,"5238;5238","1995-06-21 00:00:00","2002-07-10 22:49:32",17.950001,-33.023102,NA
"1:478",214094,"occ",21930,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5240;5240","1995-06-21 00:00:00","2002-07-10 22:49:32",25.7167,-33.733299,NA
"1:479",214095,"occ",21930,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5240;5240","1995-06-21 00:00:00","2002-07-10 22:49:32",25.7167,-33.733299,NA
"1:480",214101,"occ",21939,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.333302,-1.2167,NA
"1:481",214104,"occ",21939,"Redunca redunca",3,149684,"Redunca redunca",3,149684,"Holocene",0.0117,0,"5242;5242","1995-06-21 00:00:00","2002-07-10 22:49:32",36.333302,-1.2167,NA
"1:482",214111,"occ",21940,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5214;5214","1995-06-23 00:00:00","2002-07-10 22:49:32",25.5,-30.6667,NA
"1:483",214112,"occ",21940,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.5,-30.6667,NA
"1:484",214113,"occ",21940,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.5,-30.6667,NA
"1:485",214114,"occ",21941,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.1667,-28.366699,NA
