"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:1089",221321,"occ",21276,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1090",221322,"occ",21276,"Panthera leo",3,49734,"Panthera leo",3,49734,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1091",221323,"occ",21276,"Panthera pardus",3,72185,"Panthera pardus",3,72185,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1092",221327,"occ",21276,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1093",221334,"occ",21276,"Felis caracal",3,224076,"Caracal caracal",3,224078,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1094",221335,"occ",21276,"Ichneumia albicauda",3,232856,"Ichneumia albicauda",3,232856,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1095",221336,"occ",21277,"Gazella granti",3,149573,"Gazella granti",3,149573,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-21 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1096",221337,"occ",21277,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-21 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1097",221338,"occ",21277,"Litocranius walleri",3,149578,"Litocranius walleri",3,149578,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-21 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1098",221341,"occ",21277,"Hippotragus equinus",3,149602,"Hippotragus equinus",3,149602,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-21 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1099",221342,"occ",21277,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-21 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1100",221344,"occ",21277,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-21 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1101",221346,"occ",21277,"Equus grevyi",3,90652,"Equus (Dolichohippus) grevyi",3,239412,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-23 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1102",221347,"occ",21277,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-23 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1103",221352,"occ",21277,"Orycteropus afer",3,119862,"Orycteropus afer",3,119862,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-23 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1104",221353,"occ",21277,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1105",221355,"occ",21277,"Mellivora capensis",3,232916,"Mellivora capensis",3,232916,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1106",221356,"occ",21277,"Panthera leo",3,49734,"Panthera leo",3,49734,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1107",221364,"occ",21277,"Cephalophus sylvicultor",3,236715,"Cephalophus sylvicultor",3,236715,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-21 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1108",221366,"occ",21277,"Lycaon pictus",3,231463,"Lycaon pictus",3,231463,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1109",221367,"occ",21277,"Otocyon megalotis",3,232959,"Otocyon megalotis",3,232959,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1110",221368,"occ",21277,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1111",221370,"occ",21277,"Ichneumia albicauda",3,232856,"Ichneumia albicauda",3,232856,"Middle Pleistocene",0.781,0.0117,"4430;4430","1995-06-22 00:00:00","2002-07-10 22:49:32",36.167,-1.767,"Late Pleistocene"
"1:1112",221401,"occ",21282,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Gelasian",2.588,1.806,"4454;4454","1995-06-23 00:00:00","2002-07-10 22:49:32",35.700001,3.867,NA
"1:1113",221435,"occ",21283,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Gelasian",2.588,1.806,"4454;4454","1995-06-23 00:00:00","2002-07-10 22:49:32",35.706001,3.9,NA
"1:1114",221480,"occ",21288,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Late Pliocene",3.6,0.781,"4454;4454","1995-06-23 00:00:00","2002-07-10 22:49:32",35.75,4.533,"Early Pleistocene"
"1:1115",221493,"occ",21289,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Late Pliocene",3.6,0.781,"4454;4454","1995-06-23 00:00:00","2002-07-10 22:49:32",35.728001,4.108,"Early Pleistocene"
"1:1116",221507,"occ",21291,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Late Pliocene",3.6,0.781,"4454;4454","1995-06-22 00:00:00","2002-07-10 22:49:32",35.743999,4.15,"Early Pleistocene"
"1:1117",221527,"occ",21292,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Late Pliocene",3.6,0.781,"5596;5596","1995-06-23 00:00:00","2002-07-10 22:49:32",35.741699,4.1667,"Early Pleistocene"
"1:1118",221535,"occ",21293,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Late Pliocene",3.6,0.781,"4454;4454","1995-06-22 00:00:00","2002-07-10 22:49:32",35.738998,4.183,"Early Pleistocene"
"1:1119",221583,"occ",21305,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Gelasian",2.588,1.806,"4454;4454","1995-06-22 00:00:00","2002-07-10 22:49:32",35.733002,4.05,NA
"1:1120",221584,"occ",21305,"Hyaena hyaena",3,232134,"Hyaena hyaena",3,232134,"Gelasian",2.588,1.806,"4454;4454","1995-06-22 00:00:00","2002-07-10 22:49:32",35.733002,4.05,NA
"1:1121",221772,"occ",21347,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Calabrian",1.806,0.781,"4454;4454","1995-06-22 00:00:00","2002-07-10 22:49:32",35.783001,4.208,NA
"1:1122",221774,"occ",21347,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Calabrian",1.806,0.781,"4454;4454","1995-06-21 00:00:00","2002-07-10 22:49:32",35.783001,4.208,NA
"1:1123",221779,"occ",21347,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Calabrian",1.806,0.781,"4454;4454","1995-06-21 00:00:00","2002-07-10 22:49:32",35.783001,4.208,NA
"1:1124",221781,"occ",21347,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Calabrian",1.806,0.781,"4454;4454","1995-06-23 00:00:00","2002-07-10 22:49:32",35.783001,4.208,NA
"1:1125",221805,"occ",21349,"Kobus leche",3,42788,"Kobus",5,42788,"Calabrian",1.806,0.781,"4454;4454","1995-06-21 00:00:00","2002-07-10 22:49:32",35.783001,4.239,NA
"1:1126",221807,"occ",21350,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Gelasian",2.588,0.781,"4454;4454","1995-06-21 00:00:00","2002-07-10 22:49:32",35.75,4.192,"Calabrian"
"1:1127",221812,"occ",21350,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Gelasian",2.588,0.781,"4454;4454","1995-06-23 00:00:00","2002-07-10 22:49:32",35.75,4.192,"Calabrian"
