"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:12",15032,"occ",1296,"Scabrotrigonia sp.",NA,17274,"Pterotrigonia (Scabrotrigonia)",4,95283,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:13",15033,"occ",1296,"Nymphalucina linearia",3,61463,"Nymphalucina linearia",3,61463,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:14",15034,"occ",1296,"Crassatella sp.",5,17518,"Crassatella",5,17518,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:15",15035,"occ",1296,"Granocardium kuemmeli",3,17710,"Granocardium",5,17710,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:16",15036,"occ",1296,"Pleuriocardia sp.",5,18089,"Pleuriocardia",5,18089,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:17",15037,"occ",1296,"Veniella conradi",3,62781,"Veniella conradi",3,62781,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:18",15038,"occ",1296,"Tenea parilis",3,18327,"Tenea",5,18327,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:19",15039,"occ",1296,"Cyprimeria sp.",5,17559,"Cyprimeria",5,17559,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:20",15040,"occ",1296,"Legumen ellipticum",3,17802,"Legumen",5,17802,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:21",15041,"occ",1296,"Caestocorbula crassiplica",3,59445,"Caestocorbula crassiplica",3,59445,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:22",15042,"occ",1296,"Nucula sp.",5,16082,"Nucula",5,16082,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:23",15043,"occ",1296,"Cucullaea capax",3,59942,"Idonearca capax",3,60698,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:24",15044,"occ",1296,"Crenella serica",3,16350,"Crenella",5,16350,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:25",15045,"occ",1296,"Botula carolinensis",3,16345,"Botula",5,16345,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:26",15046,"occ",1296,"Pycnodonte vesicularis",3,151999,"Pycnodonte vesicularis",3,151999,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:27",15047,"occ",1296,"Exogyra sp.",5,16655,"Exogyra",5,16655,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:28",15048,"occ",1296,"Gryphaeostrea vomer",3,60544,"Gryphaeostrea vomer",3,60544,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:29",15049,"occ",1296,"Crassatella sp.",5,17518,"Crassatella",5,17518,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:30",15050,"occ",1296,"Pleuriocardia sp.",5,18089,"Pleuriocardia",5,18089,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:31",15051,"occ",1296,"Veniella conradi",3,62781,"Veniella conradi",3,62781,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:32",15052,"occ",1296,"Cyprimeria sp.",5,17559,"Cyprimeria",5,17559,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:33",15053,"occ",1296,"Legumen ellipticum",3,17802,"Legumen",5,17802,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:34",15054,"occ",1296,"Eufistulana sp.",5,60309,"Eufistulana",5,60309,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","2004-10-24 00:00:40",-95.98333,33.099998,NA
"1:35",15055,"occ",1296,"Clavipholas pectorosa",3,18439,"Clavipholas",5,18439,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:36",15056,"occ",1296,"Nucula percrassa",3,16082,"Nucula",5,16082,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:37",15057,"occ",1296,"Anomia argentaria",3,59130,"Anomia argentaria",3,59130,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:38",15058,"occ",1296,"Vetericardiella crenalirata",3,18398,"Vetericardiella",5,18398,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:39",15059,"occ",1296,"Crassatella vadosa",3,59898,"Crassatella vadosa",3,59898,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:40",15060,"occ",1296,"Cymbophora berryi",3,17556,"Cymbophora",5,17556,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:41",15061,"occ",1296,"Cyclorisma sp.",5,17551,"Cyclorisma",5,17551,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:42",15062,"occ",1296,"Acutostrea plumosa",3,16445,"Acutostrea",5,16445,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:43",15063,"occ",1296,"Agerostrea mesenterica",3,16449,"Agerostrea",5,16449,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:44",15064,"occ",1296,"Anatimya anteradiata",3,59099,"Anatimya anteradiata",3,59099,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:45",15065,"occ",1296,"Aphrodina tippana",3,17349,"Aphrodina",5,17349,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:46",15066,"occ",1296,"Arcopsis nolani",3,16204,"Arcopsis",5,16204,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:47",15067,"occ",1296,"Bathytormus pteropsis",3,110069,"Bathytormus pteropsis",3,110069,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:48",15068,"occ",1296,"Camptonectes bubonis",3,109492,"Camptonectes bubonis",3,109492,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:49",15069,"occ",1296,"Clavipholas pectorosa",3,18439,"Clavipholas",5,18439,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:50",15070,"occ",1296,"Cymbophora inflata",3,17556,"Cymbophora",5,17556,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:51",15071,"occ",1296,"Cyprimeria alta",3,17559,"Cyprimeria",5,17559,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:52",15072,"occ",1296,"Cyprimeria depressa",3,17559,"Cyprimeria",5,17559,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:53",15073,"occ",1296,"Ethmocardium welleri",3,17638,"Ethmocardium",5,17638,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:54",15074,"occ",1296,"Eufistulana ripleyana",3,60309,"Eufistulana",5,60309,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","2004-10-24 00:00:40",-95.98333,33.099998,NA
"1:55",15075,"occ",1296,"Glycymeris sp.",5,16243,"Glycymeris",5,16243,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:56",15076,"occ",1296,"Flemingostrea subspatula",3,16663,"Flemingostrea",5,16663,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:57",15077,"occ",1296,"Linearia metastriata",3,17815,"Linearis",5,60879,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:58",15078,"occ",1296,"Liopistha formosa",3,18757,"Liopistha",5,18757,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:59",15079,"occ",1296,"Phacoides mattiformis",3,54125,"Phacoides",5,54125,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:60",15080,"occ",1296,"Malletia longifrons",3,16071,"Malletia",5,16071,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:61",15081,"occ",1296,"Miocardiopsis hendersoni",3,17920,"Miocardiopsis",5,17920,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:62",15082,"occ",1296,"Nemodon sp.",5,16275,"Nemodon",5,16275,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:63",15083,"occ",1296,"Nucula percrassa",3,16082,"Nucula",5,16082,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:64",15084,"occ",1296,"Nymphalucina linearia",3,61463,"Nymphalucina linearia",3,61463,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:65",15085,"occ",1296,"Pholadomya littlei",3,18795,"Pholadomya",5,18795,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:66",15086,"occ",1296,"Pleuriocardia eufaulense",3,18089,"Pleuriocardia",5,18089,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:67",15087,"occ",1296,"Pseudolimea reticulata",3,16969,"Pseudolimea",5,16969,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:68",15088,"occ",1296,"Pycnodonte belli",3,16995,"Pycnodonte",5,16995,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:69",15089,"occ",1296,"Scabrotrigonia eufalensis",3,17274,"Pterotrigonia (Scabrotrigonia)",4,95283,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:70",15090,"occ",1296,"Striarca plummeri",3,16314,"Striarca",5,16314,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:71",15091,"occ",1296,"Syncyclonema travisanus",3,62405,"Syncyclonema travisanus",3,62405,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:72",15092,"occ",1296,"Tellinimera munda",3,18319,"Tellinimera",5,18319,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:73",15093,"occ",1296,"Veniella lineata",3,18387,"Veniella",5,18387,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-95.98333,33.099998,NA
"1:74",16127,"occ",1311,"Cucullaea capax",3,59942,"Idonearca capax",3,60698,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:75",16128,"occ",1311,"Syncyclonema simplicius",3,17060,"Syncyclonema",5,17060,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:76",16129,"occ",1311,"Camptonectes bubonis",3,109492,"Camptonectes bubonis",3,109492,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:77",16130,"occ",1311,"Anomia argentaria",3,59130,"Anomia argentaria",3,59130,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:78",16131,"occ",1311,"Anomia ornata",3,59133,"Anomia ornata",3,59133,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:79",16132,"occ",1311,"Costellacesta sp.",5,16572,"Costellacesta",5,16572,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:80",16133,"occ",1311,"Pycnodonte vesicularis",3,151999,"Pycnodonte vesicularis",3,151999,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:81",16134,"occ",1311,"Exogyra costata",3,16655,"Exogyra",5,16655,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:82",16135,"occ",1311,"Ambigostrea tecticosta",3,16457,"Ambigostrea",5,16457,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:83",16136,"occ",1311,"Panopea monmouthensis",3,18482,"Panopea",5,18482,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:84",16137,"occ",1311,"Agerostrea falcata",3,59006,"Agerostrea falcata",3,59006,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:85",16138,"occ",1311,"Anomia argentaria",3,59130,"Anomia argentaria",3,59130,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:86",16139,"occ",1311,"Aphrodina sp.",5,17349,"Aphrodina",5,17349,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:87",16140,"occ",1311,"Arca sp.",5,16203,"Arca",5,16203,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:88",16141,"occ",1311,"Caestocorbula crassiplica",3,59445,"Caestocorbula crassiplica",3,59445,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:89",16142,"occ",1311,"Camptonectes sp.",5,16531,"Camptonectes",5,16531,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:90",16143,"occ",1311,"Ambigostrea tecticosta",3,16457,"Ambigostrea",5,16457,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:91",16144,"occ",1311,"Cymbophora cancellosa",3,17556,"Cymbophora",5,17556,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:92",16145,"occ",1311,"Cymbophora trigonalis",3,17556,"Cymbophora",5,17556,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:93",16146,"occ",1311,"Cymella sp.",5,18729,"Cymella",5,18729,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:94",16147,"occ",1311,"Cyprimeria coonensis",3,17559,"Cyprimeria",5,17559,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:95",16148,"occ",1311,"Etea sp.",5,17637,"Etea",5,17637,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:96",16149,"occ",1311,"Exogyra costata",3,16655,"Exogyra",5,16655,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:97",16150,"occ",1311,"Flemingostrea subspatula",3,16663,"Flemingostrea",5,16663,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:98",16151,"occ",1311,"Glycymeris sp.",5,16243,"Glycymeris",5,16243,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:99",16152,"occ",1311,"Granocardium sp.",5,17710,"Granocardium",5,17710,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:100",16153,"occ",1311,"Cucullaea sp.",5,16224,"Cucullaea",5,16224,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:101",16154,"occ",1311,"Lima kerri",3,60839,"Lima kerri",3,60839,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:102",16155,"occ",1311,"Pseudolimea reticulata",3,16969,"Pseudolimea",5,16969,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:103",16156,"occ",1311,"Limopsis meeki",3,16260,"Limopsis",5,16260,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:104",16157,"occ",1311,"Linearia metastriata",3,17815,"Linearis",5,60879,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:105",16158,"occ",1311,"Opertochasma sp.",5,18479,"Opertochasma",5,18479,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:106",16159,"occ",1311,"Nemodon sp.",5,16275,"Nemodon",5,16275,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:107",16160,"occ",1311,"Nuculana multiconcentrica",3,16083,"Nuculana",5,16083,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:108",16161,"occ",1311,"Nymphalucina parva",3,17989,"Nymphalucina",5,17989,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:109",16162,"occ",1311,"Pachycardium sp.",NA,18006,"Protocardia (Pachycardium)",4,277723,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:110",16163,"occ",1311,"Paranomia scabra",3,16896,"Paranomia",5,16896,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:111",16164,"occ",1311,"Radiopecten mississippiensis",3,16998,"Radiopecten",5,16998,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:112",16165,"occ",1311,"Scabrotrigonia eufalensis",3,17274,"Pterotrigonia (Scabrotrigonia)",4,95283,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:113",16166,"occ",1311,"Striarca sp.",5,16314,"Striarca",5,16314,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:114",16167,"occ",1311,"Syncyclonema simplicius",3,17060,"Syncyclonema",5,17060,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:115",16168,"occ",1311,"Tellinimera sp.",5,18319,"Tellinimera",5,18319,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:116",16169,"occ",1311,"Pleuriocardia sp.",5,18089,"Pleuriocardia",5,18089,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:117",16170,"occ",1311,"Trigonarca maconensis",3,16319,"Trigonarca",5,16319,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:118",16171,"occ",1311,"Uddenia sp.",5,18369,"Uddenia",5,18369,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:119",16172,"occ",1311,"Veniella conradi",3,62781,"Veniella conradi",3,62781,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:120",16173,"occ",1311,"Vetericardiella sp.",5,18398,"Vetericardiella",5,18398,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:121",16174,"occ",1311,"Acutostrea plumosa",3,16445,"Acutostrea",5,16445,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:122",16175,"occ",1311,"Ambigostrea sloani",3,16457,"Ambigostrea",5,16457,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:123",16176,"occ",1311,"Anomia fearensis",3,16476,"Anomia",5,16476,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:124",16177,"occ",1311,"Anomia fulleri",3,16476,"Anomia",5,16476,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:125",16178,"occ",1311,"Anomia lintea",3,16476,"Anomia",5,16476,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:126",16179,"occ",1311,"Anomia penderana",3,16476,"Anomia",5,16476,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:127",16180,"occ",1311,"Anomia tellinoides",3,16476,"Anomia",5,16476,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:128",16181,"occ",1311,"Aphrodina tippana",3,17349,"Aphrodina",5,17349,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:129",16182,"occ",1311,"Callucina ripleyana",3,17428,"Callucina",5,17428,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:130",16183,"occ",1311,"Camptonectes bubonis",3,109492,"Camptonectes bubonis",3,109492,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
"1:131",16184,"occ",1311,"Camptonectes hilgardi",3,16531,"Camptonectes",5,16531,"Maastrichtian",72.1,66,"40;40","1994-02-17 00:00:00","1999-04-08 21:02:41",-77.949997,34.266666,NA
