,,,,,,,"SR1, NO: 50","SR:1, NO: 500","SR1, NO:1000","SR1, NO:10000","SR1, NO: 30000","SR0.5, NO: 50","SR:0.5, NO: 500","SR0.5, NO:1000","SR0.5, NO:10000","SR0.5, NO: 30000","SR0.25, NO: 50","SR:0.25, NO: 500","SR0.25, NO:1000","SR0.25, NO:10000","SR0.25, NO: 30000","SR0.1, NO: 50","SR:0.1, NO: 500","SR0.1, NO:1000","SR0.1, NO:10000","SR0.1, NO: 30000",,,,,,
ConfigurationNumber,CPUs,GBsMem,CPURate,MemoryRate,TotalRate,At SHC,tpr1,tpr2,tpr3,tpr4,tpr5,tpr6,tpr7,tpr8,tpr9,tpr10,tpr11,tpr12,tpr13,tpr14,tpr15,tpr16,tpr17,tpr18,tpr19,tpr20,HoursPerReplicate,CostPerReplicate,numTaxa,Reps,TotalHoursPerConfig,TotalCostPerConfig
226,19,18,0.19038,3.42684,3.61722,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.485667608,1,10,6.871762314,24.85667608
227,19,20,0.19038,3.8076,3.99798,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.74731683,1,10,6.871762314,27.4731683
228,19,22,0.19038,4.18836,4.37874,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.008966051,1,10,6.871762314,30.08966051
229,20,2,0.2004,0.4008,0.6012,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.41313035,1,10,6.871762314,4.131303503
230,20,4,0.2004,0.8016,1.002,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.688550584,1,10,6.871762314,6.885505838
231,20,5,0.2004,1.002,1.2024,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.826260701,1,10,6.871762314,8.262607006
232,20,6,0.2004,1.2024,1.4028,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.963970817,1,10,6.871762314,9.639708174
233,20,8,0.2004,1.6032,1.8036,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.239391051,1,10,6.871762314,12.39391051
234,20,10,0.2004,2.004,2.2044,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.514811284,1,10,6.871762314,15.14811284
235,20,12,0.2004,2.4048,2.6052,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.790231518,1,10,6.871762314,17.90231518
236,20,14,0.2004,2.8056,3.006,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.065651752,1,10,6.871762314,20.65651752
237,20,16,0.2004,3.2064,3.4068,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.341071985,1,10,6.871762314,23.41071985
238,20,18,0.2004,3.6072,3.8076,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.616492219,1,10,6.871762314,26.16492219
239,20,20,0.2004,4.008,4.2084,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.891912452,1,10,6.871762314,28.91912452
240,20,22,0.2004,4.4088,4.6092,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.167332686,1,10,6.871762314,31.67332686
241,21,2,0.21042,0.42084,0.63126,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.433786868,1,10,6.871762314,4.337868678
242,21,4,0.21042,0.84168,1.0521,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.722978113,1,10,6.871762314,7.22978113
243,21,5,0.21042,1.0521,1.26252,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.867573736,1,10,6.871762314,8.675737356
244,21,6,0.21042,1.26252,1.47294,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.012169358,1,10,6.871762314,10.12169358
245,21,8,0.21042,1.68336,1.89378,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.301360603,1,10,6.871762314,13.01360603
246,21,10,0.21042,2.1042,2.31462,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.590551849,1,10,6.871762314,15.90551849
247,21,12,0.21042,2.52504,2.73546,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.879743094,1,10,6.871762314,18.79743094
248,21,14,0.21042,2.94588,3.1563,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.168934339,1,10,6.871762314,21.68934339
249,21,16,0.21042,3.36672,3.57714,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.458125584,1,10,6.871762314,24.58125584
250,21,18,0.21042,3.78756,3.99798,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.74731683,1,10,6.871762314,27.4731683
251,21,20,0.21042,4.2084,4.41882,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.036508075,1,10,6.871762314,30.36508075
252,21,22,0.21042,4.62924,4.83966,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.32569932,1,10,6.871762314,33.2569932
253,22,2,0.22044,0.44088,0.66132,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.454443385,1,10,6.871762314,4.544433853
254,22,4,0.22044,0.88176,1.1022,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.757405642,1,10,6.871762314,7.574056422
255,22,5,0.22044,1.1022,1.32264,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.908886771,1,10,6.871762314,9.088867707
256,22,6,0.22044,1.32264,1.54308,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.060367899,1,10,6.871762314,10.60367899
257,22,8,0.22044,1.76352,1.98396,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.363330156,1,10,6.871762314,13.63330156
258,22,10,0.22044,2.2044,2.42484,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.666292413,1,10,6.871762314,16.66292413
259,22,12,0.22044,2.64528,2.86572,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.96925467,1,10,6.871762314,19.6925467
260,22,14,0.22044,3.08616,3.3066,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.272216927,1,10,6.871762314,22.72216927
261,22,16,0.22044,3.52704,3.74748,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.575179184,1,10,6.871762314,25.75179184
262,22,18,0.22044,3.96792,4.18836,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.87814144,1,10,6.871762314,28.7814144
263,22,20,0.22044,4.4088,4.62924,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.181103697,1,10,6.871762314,31.81103697
264,22,22,0.22044,4.84968,5.07012,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.484065954,1,10,6.871762314,34.84065954
265,23,2,0.23046,0.46092,0.69138,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.475099903,1,10,6.871762314,4.750999028
266,23,4,0.23046,0.92184,1.1523,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.791833171,1,10,6.871762314,7.918331714
267,23,5,0.23046,1.1523,1.38276,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.950199806,1,10,6.871762314,9.501998057
268,23,6,0.23046,1.38276,1.61322,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.10856644,1,10,6.871762314,11.0856644
269,23,8,0.23046,1.84368,2.07414,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.425299709,1,10,6.871762314,14.25299709
270,23,10,0.23046,2.3046,2.53506,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.742032977,1,10,6.871762314,17.42032977
271,23,12,0.23046,2.76552,2.99598,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.058766246,1,10,6.871762314,20.58766246
272,23,14,0.23046,3.22644,3.4569,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.375499514,1,10,6.871762314,23.75499514
273,23,16,0.23046,3.68736,3.91782,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.692232783,1,10,6.871762314,26.92232783
274,23,18,0.23046,4.14828,4.37874,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.008966051,1,10,6.871762314,30.08966051
275,23,20,0.23046,4.6092,4.83966,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.32569932,1,10,6.871762314,33.2569932
276,23,22,0.23046,5.07012,5.30058,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.642432589,1,10,6.871762314,36.42432589
277,24,2,0.24048,0.48096,0.72144,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.49575642,1,10,6.871762314,4.957564204
278,24,4,0.24048,0.96192,1.2024,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.826260701,1,10,6.871762314,8.262607006
279,24,5,0.24048,1.2024,1.44288,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.991512841,1,10,6.871762314,9.915128407
280,24,6,0.24048,1.44288,1.68336,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.156764981,1,10,6.871762314,11.56764981
281,24,8,0.24048,1.92384,2.16432,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.487269261,1,10,6.871762314,14.87269261
282,24,10,0.24048,2.4048,2.64528,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.817773541,1,10,6.871762314,18.17773541
283,24,12,0.24048,2.88576,3.12624,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.148277822,1,10,6.871762314,21.48277822
284,24,14,0.24048,3.36672,3.6072,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.478782102,1,10,6.871762314,24.78782102
285,24,16,0.24048,3.84768,4.08816,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.809286382,1,10,6.871762314,28.09286382
286,24,18,0.24048,4.32864,4.56912,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.139790662,1,10,6.871762314,31.39790662
287,24,20,0.24048,4.8096,5.05008,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.470294943,1,10,6.871762314,34.70294943
288,24,22,0.24048,5.29056,5.53104,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,3.800799223,1,10,6.871762314,38.00799223
,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,," 1,979.07 "," 3,199.01 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.62 ,
