siteName,latitude,longitude,age,pollenPercentage,pollenSum,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12
Banks Island 74MS12,72.366667,-119.833333,7571.0,2.912621359223301,309.0,3.6,3.3,3.5,5.6,5.8,8.5,21.0,24.6,19.9,15.2,9.1,4.7,-32.7,-35.13,-34.29,-27.26,-13.74,-1.16,3.68,3.26,-2.63,-13.28,-23.96,-29.12,-25.05,-27.61,-27.15,-19.85,-7.6,4.49,10.8,8.71,1.33,-7.85,-17.6,-22.19
Banks Island 74MS12,72.366667,-119.833333,7857.0,4.664723032069971,343.0,3.0,2.9,3.2,5.7,7.1,12.7,33.4,33.0,19.4,11.8,6.6,3.6,-34.66,-36.23,-34.12,-26.02,-11.92,0.65,5.08,3.98,-2.74,-14.27,-25.72,-31.31,-27.32,-28.84,-26.93,-18.41,-5.53,6.51,12.3,9.39,1.04,-9.14,-19.74,-24.76
Banks Island 74MS12,72.366667,-119.833333,8143.0,2.5423728813559325,354.0,3.6,3.3,3.1,4.9,5.8,10.7,29.2,29.0,16.8,10.8,6.8,4.2,-36.63,-37.82,-35.85,-27.63,-12.99,0.2,4.43,2.14,-6.26,-18.72,-29.9,-34.3,-28.85,-29.88,-27.91,-19.29,-6.15,6.1,11.5,7.55,-2.09,-12.92,-23.22,-27.23
Banks Island 74MS12,72.366667,-119.833333,8429.0,2.2222222222222223,315.0,4.5,4.0,3.6,5.2,5.7,10.2,27.1,26.6,15.6,10.6,7.3,5.0,-34.14,-36.13,-35.62,-28.6,-14.44,-1.05,3.52,1.5,-6.62,-18.43,-28.58,-31.99,-26.35,-28.13,-27.57,-20.13,-7.52,4.84,10.51,6.79,-2.58,-12.75,-22.0,-24.98
Banks Island 74MS12,72.366667,-119.833333,8714.0,1.529051987767584,327.0,3.1,3.0,3.2,5.2,5.8,9.5,23.4,23.5,15.0,10.1,6.2,3.7,-35.92,-37.69,-36.67,-28.77,-13.49,0.9,5.79,3.24,-6.05,-19.03,-30.0,-33.76,-28.65,-30.28,-29.23,-20.72,-6.58,7.25,13.5,9.16,-1.73,-13.44,-23.75,-27.18
Banks Island 74MS12,72.366667,-119.833333,9000.0,1.9672131147540985,305.0,3.1,3.1,3.6,6.0,6.4,9.2,21.1,21.6,15.0,10.6,6.4,3.6,-35.8,-37.03,-35.14,-26.99,-12.38,0.81,5.06,2.79,-5.57,-17.98,-29.11,-33.46,-28.3,-29.48,-27.66,-18.97,-5.49,7.24,12.89,8.86,-1.13,-12.27,-22.68,-26.66
Banks Island 74MS15,73.533333,-120.216667,14.0,1.935483870967742,310.0,2.3,3.4,5.0,4.5,6.8,12.0,21.3,24.2,14.3,8.0,4.8,2.1,-33.63,-35.09,-33.75,-26.76,-14.01,-3.26,0.4,-1.36,-7.7,-18.39,-27.85,-31.36,-25.6,-27.08,-26.17,-19.08,-8.1,1.7,6.18,3.31,-3.38,-12.07,-20.63,-23.93
Banks Island 74MS15,73.533333,-120.216667,141.0,2.2435897435897436,312.0,1.9,2.7,4.1,3.9,6.1,11.1,20.2,23.9,14.5,8.0,4.5,1.8,-34.5,-36.15,-34.93,-27.8,-14.64,-3.36,0.64,-1.09,-7.68,-18.67,-28.37,-32.05,-27.29,-28.8,-27.55,-19.99,-8.57,1.59,6.35,3.67,-3.03,-12.04,-21.19,-25.19
Banks Island 74MS15,73.533333,-120.216667,269.0,6.896551724137931,348.0,2.3,3.0,4.0,3.5,5.5,10.5,20.6,25.2,15.6,8.8,5.3,2.2,-35.22,-37.37,-36.48,-29.46,-16.2,-4.6,-0.11,-1.26,-7.35,-18.13,-28.02,-32.2,-27.03,-29.15,-28.61,-21.49,-10.07,0.48,5.74,3.49,-2.89,-11.64,-20.62,-24.61
Banks Island 74MS15,73.533333,-120.216667,396.0,5.833333333333333,360.0,2.2,3.2,4.5,4.0,6.2,11.3,20.9,24.7,15.0,8.5,5.0,2.1,-34.63,-36.35,-35.37,-28.27,-14.83,-3.13,1.01,-1.02,-8.16,-19.47,-29.1,-32.41,-27.05,-28.48,-27.45,-19.99,-8.42,2.0,6.7,3.52,-3.86,-13.18,-22.07,-25.43
Banks Island 74MS15,73.533333,-120.216667,486.0,1.8018018018018018,333.0,2.0,2.7,3.5,3.1,5.1,10.6,21.5,25.3,14.1,7.5,4.4,1.9,-36.63,-38.0,-35.65,-27.66,-14.41,-3.55,0.45,-0.62,-6.29,-17.19,-27.93,-33.25,-28.91,-30.28,-28.19,-19.94,-8.36,1.61,6.47,4.35,-1.64,-10.63,-20.65,-26.0
Banks Island 74MS15,73.533333,-120.216667,588.0,3.880597014925373,335.0,1.5,2.2,3.5,3.5,5.6,10.1,18.7,23.4,15.6,8.7,4.5,1.6,-35.21,-37.11,-35.97,-28.69,-15.18,-3.45,0.94,-0.59,-7.2,-18.37,-28.38,-32.43,-28.29,-29.9,-28.59,-20.76,-8.9,1.75,6.81,4.16,-2.75,-12.11,-21.63,-25.95
Banks Island 74MS15,73.533333,-120.216667,715.0,5.454545454545454,330.0,1.9,2.7,4.0,3.7,5.7,10.3,19.0,23.3,14.8,8.4,4.8,1.9,-36.48,-38.2,-36.3,-28.56,-15.23,-4.05,0.24,-0.69,-6.35,-17.21,-27.82,-33.02,-29.01,-30.47,-28.51,-20.38,-8.83,1.16,6.07,4.0,-1.95,-10.87,-20.82,-26.1
Banks Island 74MS15,73.533333,-120.216667,842.0,5.864197530864197,324.0,2.0,2.7,3.9,3.5,5.4,9.9,18.7,23.3,15.1,8.6,4.9,1.9,-35.13,-36.61,-34.98,-27.42,-13.95,-2.52,1.53,-0.26,-7.02,-18.32,-28.45,-32.53,-27.36,-28.81,-27.45,-19.67,-7.94,2.52,7.37,4.51,-2.54,-11.88,-21.24,-25.28
Banks Island 74MS15,73.533333,-120.216667,970.0,3.75,320.0,1.7,2.5,3.7,3.6,5.9,11.2,21.4,26.2,16.1,8.7,4.7,1.7,-35.93,-37.84,-36.13,-28.56,-15.32,-4.14,0.26,-0.46,-5.87,-16.53,-27.07,-32.32,-28.66,-30.28,-28.48,-20.46,-8.98,1.03,6.05,4.17,-1.56,-10.33,-20.24,-25.61
Banks Island 74MS15,73.533333,-120.216667,1098.0,4.45859872611465,314.0,1.8,2.5,3.5,3.2,5.1,9.6,18.3,22.2,13.7,7.6,4.3,1.7,-35.11,-37.04,-35.93,-28.65,-15.13,-3.38,1.05,-0.43,-6.98,-18.14,-28.17,-32.27,-27.84,-29.71,-28.76,-21.11,-9.17,1.76,7.06,4.47,-2.5,-11.86,-21.28,-25.47
Banks Island 74MS15,73.533333,-120.216667,1225.0,2.881844380403458,347.0,1.8,2.6,3.9,3.7,5.9,10.5,19.6,24.5,16.1,9.1,5.0,1.8,-36.49,-37.78,-35.44,-27.62,-14.64,-4.09,-0.3,-1.41,-6.95,-17.65,-28.16,-33.27,-28.52,-29.84,-27.87,-19.87,-8.59,1.08,5.74,3.55,-2.36,-11.12,-20.82,-25.84
Banks Island 74MS15,73.533333,-120.216667,1352.0,3.3707865168539324,356.0,2.0,3.0,4.4,4.0,5.9,9.9,17.5,21.4,14.3,8.5,4.9,1.9,-33.78,-35.53,-34.27,-27.01,-13.69,-2.23,1.95,0.37,-6.14,-17.19,-27.12,-31.09,-25.98,-27.84,-27.09,-19.66,-7.85,3.03,8.21,5.45,-1.69,-11.0,-20.13,-23.88
Banks Island 74MS15,73.533333,-120.216667,1506.0,3.592814371257485,334.0,2.0,2.9,4.4,4.2,6.4,11.1,19.7,22.8,14.0,7.8,4.5,1.8,-35.26,-36.57,-34.67,-27.07,-13.89,-2.92,0.87,-0.81,-7.21,-18.26,-28.39,-32.63,-27.38,-28.59,-27.01,-19.22,-7.76,2.26,6.8,3.87,-3.04,-12.22,-21.47,-25.45
Banks Island 74MS15,73.533333,-120.216667,1608.0,4.179104477611941,335.0,1.9,2.6,3.5,3.2,5.2,10.5,20.9,24.3,13.5,7.1,4.2,1.7,-35.26,-36.91,-35.28,-27.76,-14.45,-3.18,0.97,-0.4,-6.58,-17.57,-27.8,-32.29,-27.76,-29.32,-27.97,-20.19,-8.47,1.99,6.95,4.32,-2.49,-11.73,-21.18,-25.46
Banks Island 74MS15,73.533333,-120.216667,1735.0,3.4602076124567476,289.0,2.1,2.9,3.9,3.4,5.5,10.8,21.1,24.9,14.4,7.8,4.6,1.9,-33.93,-35.93,-34.99,-27.96,-14.68,-3.1,1.25,-0.17,-6.56,-17.49,-27.28,-31.17,-26.58,-28.38,-27.57,-20.18,-8.53,2.11,7.19,4.48,-2.48,-11.63,-20.7,-24.48
Banks Island 74MS15,73.533333,-120.216667,1862.0,5.136986301369863,292.0,1.6,2.3,3.3,3.1,5.3,10.6,21.0,24.9,14.2,7.4,4.1,1.6,-35.86,-37.6,-35.94,-28.36,-14.97,-3.62,0.66,-0.54,-6.59,-17.58,-27.96,-32.69,-28.82,-30.26,-28.5,-20.42,-8.69,1.59,6.52,4.09,-2.41,-11.61,-21.4,-26.23
Banks Island 74MS15,73.533333,-120.216667,1990.0,4.38871473354232,319.0,1.5,2.2,3.2,3.1,5.2,10.4,20.1,22.9,12.7,6.5,3.6,1.4,-37.51,-39.03,-36.99,-28.9,-14.98,-3.21,1.14,-0.38,-7.02,-18.61,-29.43,-34.36,-30.48,-31.76,-29.63,-21.04,-8.77,1.94,7.0,4.36,-2.62,-12.38,-22.66,-27.8
Banks Island 74MS15,73.533333,-120.216667,2118.0,4.86322188449848,329.0,1.9,2.8,4.2,4.0,6.5,12.1,22.2,25.6,15.0,8.0,4.5,1.8,-34.43,-36.61,-35.52,-28.34,-15.07,-3.56,1.02,0.14,-5.61,-16.3,-26.44,-31.08,-27.02,-29.09,-28.19,-20.7,-9.07,1.56,6.92,4.85,-1.38,-10.27,-19.69,-24.26
Banks Island 74MS15,73.533333,-120.216667,2245.0,4.966887417218543,302.0,2.1,3.1,4.6,4.3,6.6,11.6,20.7,23.2,13.6,7.5,4.5,1.9,-34.38,-36.16,-35.12,-28.01,-14.68,-3.12,1.05,-0.71,-7.47,-18.59,-28.31,-31.92,-26.55,-28.21,-27.39,-20.04,-8.45,2.1,7.0,4.05,-3.13,-12.35,-21.25,-24.73
Banks Island 74MS15,73.533333,-120.216667,2372.0,5.501618122977346,309.0,1.6,2.2,3.4,3.3,5.4,10.2,19.4,23.7,14.7,7.9,4.2,1.5,-36.78,-38.46,-36.54,-28.63,-14.95,-3.39,1.0,-0.19,-6.36,-17.6,-28.34,-33.43,-29.58,-31.1,-29.21,-20.86,-8.77,1.86,7.04,4.7,-1.88,-11.35,-21.51,-26.72
Banks Island 74MS15,73.533333,-120.216667,2500.0,3.0120481927710845,332.0,2.0,2.9,4.1,3.7,5.8,10.5,19.3,22.0,12.7,7.0,4.2,1.8,-33.68,-35.8,-35.3,-28.47,-14.99,-2.98,1.5,-0.26,-7.23,-18.41,-27.94,-31.25,-26.33,-28.24,-27.84,-20.63,-8.77,2.31,7.5,4.43,-3.15,-12.6,-21.4,-24.58
Banks Island 74MS15,73.533333,-120.216667,2765.0,4.105571847507331,341.0,2.2,3.0,3.9,3.3,5.0,9.6,18.4,21.8,12.8,7.3,4.5,2.0,-35.26,-36.86,-35.45,-27.97,-14.34,-2.63,1.54,-0.36,-7.38,-18.82,-28.88,-32.76,-27.19,-28.79,-27.87,-20.27,-8.28,2.69,7.71,4.53,-3.15,-12.8,-21.93,-25.41
Banks Island 74MS15,73.533333,-120.216667,2976.0,2.0338983050847457,295.0,2.8,3.5,3.8,2.9,4.3,8.9,19.1,24.2,14.7,8.7,5.8,2.7,-33.55,-35.78,-35.02,-28.07,-14.76,-3.05,1.51,0.32,-5.86,-16.68,-26.51,-30.57,-25.25,-27.64,-27.66,-20.75,-9.0,2.19,7.74,5.22,-1.78,-10.86,-19.63,-23.07
Banks Island 74MS15,73.533333,-120.216667,3294.0,2.9315960912052117,307.0,2.4,3.5,4.8,4.1,6.2,11.1,20.0,22.2,12.7,7.1,4.5,2.1,-35.17,-36.64,-34.81,-27.07,-13.54,-2.14,1.96,0.34,-6.21,-17.5,-27.87,-32.33,-27.12,-28.62,-27.37,-19.54,-7.54,3.27,8.26,5.24,-2.18,-11.79,-21.19,-25.11
Banks Island 74MS15,73.533333,-120.216667,3559.0,1.8970189701897018,369.0,1.8,2.5,3.9,3.8,6.2,11.4,21.1,25.2,15.6,8.4,4.6,1.7,-36.43,-37.72,-35.51,-27.54,-14.03,-2.84,1.14,-0.41,-6.8,-18.08,-28.68,-33.47,-29.13,-30.11,-27.74,-19.29,-7.58,2.37,6.93,4.26,-2.36,-11.71,-21.71,-26.68
Banks Island 74MS15,73.533333,-120.216667,3824.0,2.3498694516971277,383.0,1.5,2.0,3.0,3.1,5.2,10.0,20.1,27.5,19.6,10.9,5.3,1.7,-36.21,-38.58,-36.84,-28.98,-15.32,-3.63,1.43,1.42,-3.48,-14.18,-25.39,-31.7,-28.91,-31.09,-29.45,-21.2,-9.14,1.66,7.46,6.18,0.71,-8.26,-18.79,-25.03
Banks Island 74MS15,73.533333,-120.216667,4088.0,4.0,300.0,2.0,2.9,4.1,3.8,5.9,10.7,19.7,22.7,13.3,7.3,4.3,1.8,-35.3,-37.23,-36.15,-28.92,-15.43,-3.69,0.71,-0.81,-7.41,-18.56,-28.53,-32.53,-27.79,-29.51,-28.59,-21.01,-9.13,1.72,6.83,3.97,-3.28,-12.71,-21.92,-25.73
Banks Island 74MS15,73.533333,-120.216667,4353.0,3.691275167785235,298.0,1.9,2.6,3.8,3.5,5.5,9.9,18.7,23.8,16.0,9.2,5.1,1.9,-35.11,-36.89,-35.06,-27.24,-13.62,-2.08,2.37,1.31,-4.69,-15.81,-26.52,-31.67,-27.45,-29.26,-27.91,-19.92,-7.83,3.07,8.45,6.12,-0.59,-9.99,-19.85,-24.68
Banks Island 74MS15,73.533333,-120.216667,4618.0,3.6036036036036037,333.0,2.2,2.8,3.8,3.3,5.1,9.6,19.2,25.5,17.6,10.4,5.9,2.2,-34.23,-36.49,-35.54,-28.37,-14.9,-3.08,1.64,0.64,-5.4,-16.29,-26.44,-30.94,-26.34,-28.67,-28.2,-20.88,-9.03,2.06,7.69,5.55,-0.99,-10.04,-19.35,-23.64
Banks Island 74MS15,73.533333,-120.216667,4882.0,4.437869822485207,338.0,2.0,2.7,3.6,3.2,5.1,10.0,19.8,24.6,15.3,8.6,5.0,2.0,-34.34,-36.29,-35.14,-27.81,-14.24,-2.43,2.05,0.6,-5.95,-17.14,-27.25,-31.44,-26.8,-28.78,-28.07,-20.51,-8.44,2.74,8.16,5.48,-1.73,-11.21,-20.54,-24.51
Banks Island 74MS15,73.533333,-120.216667,5147.0,7.540983606557377,305.0,2.1,2.9,3.7,3.2,4.9,9.5,19.0,23.3,14.2,8.1,4.9,2.0,-35.46,-37.59,-36.62,-29.13,-15.02,-2.52,2.33,0.77,-6.26,-17.91,-28.25,-32.47,-27.99,-30.13,-29.49,-21.72,-9.1,2.75,8.54,5.77,-1.89,-11.83,-21.46,-25.57
Banks Island 74MS15,73.533333,-120.216667,5412.0,6.796116504854369,309.0,1.7,2.4,3.9,3.9,6.1,10.6,19.0,23.8,16.2,9.1,4.8,1.7,-33.93,-35.82,-34.41,-27.07,-13.85,-2.57,1.75,0.68,-5.17,-15.94,-26.13,-30.74,-26.6,-28.49,-27.42,-19.79,-8.09,2.52,7.76,5.49,-0.97,-10.01,-19.48,-23.98
Banks Island 74MS15,73.533333,-120.216667,5729.0,3.2085561497326207,374.0,2.6,3.4,4.2,3.4,5.3,10.4,21.0,26.1,15.8,9.1,5.7,2.5,-33.71,-36.19,-35.74,-28.89,-15.36,-3.23,1.62,0.47,-5.87,-16.82,-26.65,-30.65,-25.6,-28.11,-28.24,-21.34,-9.46,1.94,7.65,5.18,-1.86,-11.0,-19.82,-23.33
Banks Island 74MS15,73.533333,-120.216667,5941.0,4.901960784313726,306.0,1.8,2.5,3.6,3.3,5.3,10.1,19.6,24.2,15.1,8.4,4.7,1.8,-35.84,-37.62,-36.01,-28.19,-14.22,-2.19,2.36,0.86,-5.89,-17.46,-28.08,-32.74,-28.25,-29.94,-28.65,-20.56,-8.13,3.17,8.54,5.68,-1.82,-11.71,-21.53,-25.89
Banks Island 74MS15,73.533333,-120.216667,6206.0,3.322259136212625,301.0,1.8,2.4,3.3,3.1,5.0,9.3,18.5,24.5,16.9,9.7,5.2,1.8,-36.21,-38.63,-37.15,-29.2,-14.97,-2.52,2.78,2.28,-3.56,-14.91,-26.14,-32.0,-28.86,-31.18,-29.99,-21.74,-9.02,2.72,8.85,6.99,0.37,-9.33,-19.79,-25.38
Banks Island 74MS15,73.533333,-120.216667,6471.0,4.518072289156627,332.0,2.2,2.9,3.8,3.3,5.3,11.0,22.3,25.4,13.6,7.2,4.4,2.0,-33.01,-35.51,-35.21,-28.35,-14.6,-2.17,2.76,1.37,-5.42,-16.63,-26.42,-30.14,-25.2,-27.58,-27.64,-20.62,-8.56,2.99,8.65,5.9,-1.56,-10.98,-19.83,-23.14
Banks Island 74MS15,73.533333,-120.216667,6735.0,3.0100334448160537,299.0,2.1,2.8,3.8,3.3,5.0,9.0,17.5,24.0,17.6,10.9,6.2,2.2,-32.78,-35.44,-34.83,-27.79,-14.19,-2.04,3.07,2.43,-3.36,-14.17,-24.4,-29.14,-25.39,-28.08,-27.91,-20.62,-8.46,3.16,9.23,7.29,0.7,-8.48,-17.94,-22.41
Banks Island 74MS15,73.533333,-120.216667,7000.0,3.492063492063492,315.0,1.9,2.6,3.6,3.2,5.0,9.3,18.3,24.2,16.7,9.8,5.5,2.0,-34.91,-37.02,-35.33,-27.51,-13.81,-2.08,2.72,2.13,-3.43,-14.41,-25.34,-30.98,-27.63,-29.67,-28.3,-20.16,-7.9,3.21,8.9,6.94,0.56,-8.83,-19.02,-24.4
Banks Island 74MS15,73.533333,-120.216667,7083.0,3.1446540880503147,318.0,2.3,3.1,3.9,3.2,5.1,10.4,21.1,25.5,14.8,8.2,5.0,2.2,-34.52,-36.53,-35.69,-28.29,-14.09,-1.45,3.28,1.27,-6.35,-18.25,-28.35,-31.99,-26.63,-28.7,-28.4,-20.89,-8.29,3.67,9.31,6.02,-2.26,-12.38,-21.55,-24.81
Banks Island 74MS15,73.533333,-120.216667,7167.0,4.049844236760125,321.0,1.8,2.6,3.7,3.5,5.8,11.2,21.4,25.3,14.8,7.9,4.4,1.7,-35.15,-37.19,-36.1,-28.51,-14.33,-1.8,3.0,1.34,-5.83,-17.59,-27.99,-32.22,-28.07,-29.92,-28.81,-20.76,-8.21,3.32,8.87,6.09,-1.44,-11.39,-21.23,-25.62
Banks Island 74MS15,73.533333,-120.216667,7250.0,2.302631578947368,304.0,2.0,2.6,3.3,2.8,4.8,10.3,22.3,28.1,16.5,8.8,5.0,2.0,-35.32,-37.31,-35.89,-28.12,-14.05,-1.8,2.97,1.61,-5.09,-16.67,-27.33,-32.07,-27.46,-29.53,-28.74,-20.89,-8.34,3.38,9.09,6.37,-1.18,-11.07,-20.77,-25.0
Banks Island 74MS15,73.533333,-120.216667,7333.0,2.727272727272727,330.0,2.0,2.9,4.0,3.7,5.9,11.5,22.1,25.4,14.3,7.6,4.5,1.9,-35.44,-37.19,-36.04,-28.5,-14.41,-2.04,2.44,0.32,-7.28,-19.17,-29.31,-33.0,-28.14,-29.74,-28.76,-20.87,-8.38,3.13,8.38,4.99,-3.22,-13.36,-22.79,-26.35
Banks Island 74MS15,73.533333,-120.216667,7408.0,4.6875,320.0,2.0,2.8,3.7,3.2,4.9,9.5,18.5,22.2,13.1,7.4,4.5,1.9,-34.45,-36.94,-36.38,-29.13,-14.98,-2.2,2.95,1.61,-5.3,-16.85,-27.1,-31.3,-27.1,-29.48,-29.22,-21.68,-9.05,3.01,8.97,6.24,-1.47,-11.37,-20.83,-24.71
Banks Island 74MS15,73.533333,-120.216667,7500.0,3.91566265060241,332.0,2.0,2.6,3.6,3.3,5.3,10.2,20.3,26.3,17.2,9.8,5.4,2.0,-33.92,-36.27,-35.35,-28.03,-14.23,-2.03,2.91,1.89,-4.38,-15.54,-25.89,-30.53,-26.47,-28.73,-28.14,-20.56,-8.33,3.12,8.86,6.49,-0.51,-9.97,-19.5,-23.83
Banks Island 74MS15,73.533333,-120.216667,7583.0,3.1645569620253164,316.0,2.1,2.8,3.8,3.3,4.9,8.9,17.5,23.2,16.3,9.9,5.7,2.2,-33.06,-35.45,-34.39,-27.09,-13.56,-1.72,3.16,2.52,-3.12,-13.92,-24.35,-29.37,-25.89,-28.29,-27.62,-19.99,-7.81,3.56,9.45,7.47,0.94,-8.32,-18.05,-22.85
Banks Island 74MS15,73.533333,-120.216667,7667.0,3.9634146341463414,328.0,2.1,2.9,3.8,3.3,5.2,10.0,19.6,23.3,13.7,7.6,4.6,2.0,-36.37,-38.11,-36.79,-28.73,-13.83,-0.64,4.2,1.79,-6.6,-19.28,-29.96,-33.86,-28.56,-30.32,-29.43,-21.13,-7.69,4.94,10.73,7.02,-2.14,-13.18,-23.08,-26.71
Banks Island 74MS15,73.533333,-120.216667,7750.0,1.257861635220126,318.0,2.0,2.8,3.7,3.3,5.7,12.8,26.6,29.2,14.6,7.3,4.3,1.9,-34.64,-36.86,-36.1,-28.59,-14.13,-1.12,3.93,2.12,-5.46,-17.48,-27.83,-31.8,-27.46,-29.5,-28.84,-20.9,-7.96,4.23,10.07,6.96,-1.26,-11.61,-21.33,-25.24
Banks Island 74MS15,73.533333,-120.216667,7833.0,4.2682926829268295,328.0,2.0,2.8,3.9,3.5,5.8,11.5,22.5,26.4,15.3,8.2,4.7,1.9,-35.91,-37.67,-36.39,-28.43,-13.67,-0.6,4.19,1.84,-6.4,-18.94,-29.53,-33.4,-28.75,-30.31,-29.1,-20.67,-7.4,4.88,10.46,6.79,-2.15,-13.06,-23.03,-26.86
Banks Island 74MS15,73.533333,-120.216667,7908.0,9.433962264150944,318.0,1.8,2.6,3.8,3.7,6.2,12.2,23.1,26.4,14.9,7.7,4.3,1.7,-37.34,-38.95,-37.14,-28.85,-14.17,-1.46,3.26,1.25,-6.44,-18.81,-29.8,-34.41,-29.54,-31.14,-29.75,-21.27,-8.16,3.85,9.43,6.13,-2.26,-12.9,-23.04,-27.32
Banks Island 74MS15,73.533333,-120.216667,8000.0,10.158730158730158,315.0,1.9,2.6,3.5,3.2,5.5,12.1,24.9,27.7,14.0,7.0,4.0,1.7,-34.9,-37.15,-37.2,-30.05,-15.09,-1.17,3.94,0.99,-8.32,-21.14,-30.83,-33.16,-27.02,-29.18,-29.62,-22.3,-9.0,4.09,9.97,5.67,-4.34,-15.37,-24.14,-26.07
Banks Island 74MS15,73.533333,-120.216667,8083.0,2.0172910662824206,347.0,2.5,3.3,4.1,3.4,5.3,10.8,21.5,24.4,13.3,7.3,4.7,2.2,-35.62,-37.43,-36.57,-28.93,-14.2,-0.98,3.76,1.05,-7.66,-20.28,-30.43,-33.57,-27.79,-29.57,-29.04,-21.15,-8.01,4.44,10.04,6.12,-3.15,-14.0,-23.37,-26.35
Banks Island 74MS15,73.533333,-120.216667,8167.0,4.956268221574344,343.0,2.0,2.7,3.6,3.2,5.4,11.7,23.9,26.6,13.8,7.1,4.2,1.8,-38.06,-39.19,-37.09,-28.58,-13.76,-1.05,3.29,0.54,-7.99,-20.84,-31.73,-35.77,-30.56,-31.61,-29.72,-20.89,-7.69,4.15,9.3,5.41,-3.59,-14.61,-24.8,-28.82
Banks Island 74MS15,73.533333,-120.216667,8250.0,0.9375,320.0,1.8,2.4,3.2,2.9,5.0,11.1,23.4,27.1,14.4,7.3,4.1,1.7,-37.17,-39.1,-38.34,-30.41,-14.98,-0.9,4.25,1.29,-8.14,-21.43,-31.91,-35.08,-29.53,-31.34,-30.8,-22.59,-8.8,4.37,10.28,6.07,-3.91,-15.4,-25.1,-28.1
Banks Island 74MS15,73.533333,-120.216667,8333.0,2.616279069767442,344.0,1.7,2.3,3.0,2.6,4.4,9.7,20.6,24.0,12.8,6.6,3.9,1.6,-36.17,-38.17,-37.41,-29.69,-14.7,-1.11,3.92,1.33,-7.44,-20.21,-30.55,-33.9,-28.79,-30.7,-30.16,-22.06,-8.54,4.33,10.23,6.38,-3.05,-14.17,-23.85,-27.12
Banks Island 74MS15,73.533333,-120.216667,8417.0,1.4925373134328357,335.0,2.0,2.6,3.1,2.6,4.6,11.0,24.2,26.4,12.4,6.1,3.8,1.8,-36.69,-38.28,-37.33,-29.51,-14.49,-1.01,3.64,0.45,-8.97,-22.04,-32.2,-35.0,-29.14,-30.53,-29.63,-21.44,-8.12,4.32,9.66,5.28,-4.54,-15.76,-25.24,-28.03
Banks Island 74MS15,73.533333,-120.216667,8500.0,6.720430107526881,372.0,2.3,3.0,3.9,3.3,5.3,10.8,21.9,26.1,15.0,8.2,5.0,2.1,-35.71,-37.15,-35.68,-27.89,-13.68,-1.36,2.92,0.48,-7.49,-19.65,-29.89,-33.49,-27.87,-29.31,-28.2,-20.22,-7.67,3.82,8.94,5.31,-3.16,-13.47,-22.88,-26.28
Banks Island 74MS15,73.533333,-120.216667,8583.0,4.25531914893617,329.0,1.7,2.3,3.0,2.7,4.7,10.4,21.9,25.5,13.7,6.9,3.9,1.6,-37.19,-38.87,-37.65,-29.63,-14.65,-1.32,3.47,0.78,-7.98,-20.83,-31.38,-34.94,-29.41,-31.08,-30.28,-22.07,-8.65,3.98,9.64,5.66,-3.8,-14.92,-24.61,-27.86
Banks Island 74MS15,73.533333,-120.216667,8667.0,6.779661016949152,354.0,1.7,2.4,3.4,3.2,5.4,10.8,21.0,24.3,13.6,7.1,4.0,1.6,-34.78,-36.89,-36.55,-29.25,-14.53,-1.06,3.88,1.22,-7.55,-20.09,-29.97,-32.78,-27.51,-29.42,-29.16,-21.45,-8.3,4.29,9.98,6.02,-3.37,-14.2,-23.41,-26.16
Banks Island 74MS15,73.533333,-120.216667,8750.0,9.523809523809524,315.0,1.8,2.4,3.0,2.7,4.8,10.8,23.3,26.8,13.9,6.9,4.0,1.7,-38.18,-39.6,-38.2,-29.86,-14.37,-0.58,4.19,0.89,-8.82,-22.36,-33.05,-36.31,-30.45,-31.9,-30.85,-22.26,-8.37,4.65,10.33,5.92,-4.24,-15.95,-25.9,-29.09
Banks Island 74MS15,73.533333,-120.216667,8833.0,10.355987055016183,309.0,1.5,2.1,3.0,2.8,4.5,8.6,16.8,21.7,14.4,8.1,4.4,1.6,-38.38,-40.37,-38.75,-30.19,-14.77,-1.1,4.27,2.38,-5.68,-18.59,-30.06,-35.06,-30.96,-32.72,-31.16,-22.12,-8.18,4.71,10.84,7.59,-1.22,-12.53,-23.38,-28.3
Banks Island 74MS15,73.533333,-120.216667,8917.0,8.579881656804734,338.0,2.2,2.9,3.5,2.9,4.7,10.1,21.2,24.5,13.0,6.9,4.4,2.0,-34.99,-37.32,-37.33,-30.04,-14.86,-0.69,4.61,1.72,-7.65,-20.62,-30.52,-33.08,-26.93,-29.3,-29.9,-22.49,-8.82,4.79,11.01,6.75,-3.48,-14.78,-23.75,-25.81
Banks Island 74MS15,73.533333,-120.216667,9000.0,7.4324324324324325,296.0,1.7,2.4,3.5,3.2,5.1,9.6,17.9,20.7,12.0,6.5,3.8,1.5,-36.27,-37.85,-36.62,-28.59,-13.57,-0.22,4.49,1.59,-7.43,-20.41,-30.88,-34.22,-28.83,-30.32,-29.33,-20.89,-7.26,5.5,11.11,6.87,-2.95,-14.37,-24.2,-27.42
